timestamp,machine_id,temperature,vibration,pressure,rpm,current,failure
2025-12-28 16:32:23.315089,CNC_01,64.45,0.889,116.08,1576.1,11.38,0
2025-12-28 16:37:23.315089,CNC_01,66.86,1.011,119.09,1530.4,11.81,0
2025-12-28 16:42:23.315089,CNC_01,66.92,0.968,114.61,1529.4,10.49,0
2025-12-28 16:47:23.315089,CNC_01,66.99,0.953,114.47,1496.4,12.37,0
2025-12-28 16:52:23.315089,CNC_01,67.3,0.887,111.87,1536.7,11.61,0
2025-12-28 16:57:23.315089,CNC_01,65.67,0.903,114.05,1501.6,11.88,0
2025-12-28 17:02:23.315089,CNC_01,64.72,1.0,116.64,1533.0,12.48,0
2025-12-28 17:07:23.315089,CNC_01,65.56,0.916,116.11,1529.1,11.99,0
2025-12-28 17:12:23.315089,CNC_01,65.83,0.94,113.94,1515.6,12.47,0
2025-12-28 17:17:23.315089,CNC_01,66.01,0.994,113.22,1542.3,12.48,0
2025-12-28 17:22:23.315089,CNC_01,66.94,0.981,113.45,1552.2,11.25,0
2025-12-28 17:27:23.315089,CNC_01,64.92,1.058,113.31,1576.6,11.66,0
2025-12-28 17:32:23.315089,CNC_01,66.79,1.044,120.98,1563.8,11.49,0
2025-12-28 17:37:23.315089,CNC_01,65.37,1.0,114.27,1526.8,11.87,0
2025-12-28 17:42:23.315089,CNC_01,65.39,1.027,113.08,1536.0,11.72,0
2025-12-28 17:47:23.315089,CNC_01,67.42,1.068,117.53,1544.9,11.2,0
2025-12-28 17:52:23.315089,CNC_01,68.65,1.146,110.51,1565.1,12.0,0
2025-12-28 17:57:23.315089,CNC_01,66.34,1.083,111.2,1554.1,11.56,0
2025-12-28 18:02:23.315089,CNC_01,66.01,1.064,113.27,1527.1,11.69,0
2025-12-28 18:07:23.315089,CNC_01,65.86,1.112,114.26,1549.3,11.81,0
2025-12-28 18:12:23.315089,CNC_01,68.52,1.092,115.53,1561.4,10.81,0
2025-12-28 18:17:23.315089,CNC_01,69.37,1.067,115.52,1529.7,10.79,0
2025-12-28 18:22:23.315089,CNC_01,67.0,1.189,116.32,1560.5,11.7,0
2025-12-28 18:27:23.315089,CNC_01,66.02,1.259,111.03,1543.0,11.52,0
2025-12-28 18:32:23.315089,CNC_01,68.96,1.227,115.45,1526.1,12.93,0
2025-12-28 18:37:23.315089,CNC_01,66.48,1.173,113.69,1554.6,11.47,0
2025-12-28 18:42:23.315089,CNC_01,66.6,1.086,114.44,1554.5,12.04,0
2025-12-28 18:47:23.315089,CNC_01,67.87,1.134,114.94,1560.9,11.15,0
2025-12-28 18:52:23.315089,CNC_01,68.1,1.148,116.38,1540.0,10.79,0
2025-12-28 18:57:23.315089,CNC_01,66.34,1.215,118.29,1589.0,11.05,0
2025-12-28 19:02:23.315089,CNC_01,67.14,1.225,115.63,1551.1,11.4,0
2025-12-28 19:07:23.315089,CNC_01,67.73,1.253,112.04,1532.0,12.12,0
2025-12-28 19:12:23.315089,CNC_01,68.19,1.322,114.06,1555.4,11.66,0
2025-12-28 19:17:23.315089,CNC_01,66.74,1.187,114.45,1563.8,11.44,0
2025-12-28 19:22:23.315089,CNC_01,67.27,1.257,116.22,1541.9,11.69,0
2025-12-28 19:27:23.315089,CNC_01,67.1,1.263,116.34,1559.3,12.85,0
2025-12-28 19:32:23.315089,CNC_01,68.95,1.254,113.3,1558.3,11.74,0
2025-12-28 19:37:23.315089,CNC_01,66.38,1.253,118.76,1548.1,11.98,0
2025-12-28 19:42:23.315089,CNC_01,68.06,1.296,114.34,1557.5,11.59,0
2025-12-28 19:47:23.315089,CNC_01,68.54,1.209,117.05,1557.5,12.07,0
2025-12-28 19:52:23.315089,CNC_01,67.5,1.259,114.06,1546.4,11.42,0
2025-12-28 19:57:23.315089,CNC_01,67.15,1.215,116.18,1551.8,11.85,0
2025-12-28 20:02:23.315089,CNC_01,69.13,1.188,112.64,1567.8,12.71,0
2025-12-28 20:07:23.315089,CNC_01,67.49,1.286,113.24,1551.6,12.23,0
2025-12-28 20:12:23.315089,CNC_01,65.64,1.309,112.59,1569.5,13.01,0
2025-12-28 20:17:23.315089,CNC_01,69.53,1.269,114.03,1540.0,12.02,0
2025-12-28 20:22:23.315089,CNC_01,67.85,1.278,111.23,1524.0,12.78,0
2025-12-28 20:27:23.315089,CNC_01,68.16,1.303,111.83,1555.9,11.85,0
2025-12-28 20:32:23.315089,CNC_01,70.0,1.215,108.67,1532.6,11.56,0
2025-12-28 20:37:23.315089,CNC_01,68.84,1.324,112.36,1541.0,12.62,0
2025-12-28 20:42:23.315089,CNC_01,67.65,1.456,114.57,1583.8,12.55,0
2025-12-28 20:47:23.315089,CNC_01,67.66,1.287,114.7,1577.9,12.28,0
2025-12-28 20:52:23.315089,CNC_01,69.77,1.419,112.6,1560.6,11.38,0
2025-12-28 20:57:23.315089,CNC_01,68.07,1.412,110.02,1578.3,12.15,0
2025-12-28 21:02:23.315089,CNC_01,67.59,1.469,111.51,1582.4,12.87,0
2025-12-28 21:07:23.315089,CNC_01,68.45,1.328,111.31,1580.2,12.26,0
2025-12-28 21:12:23.315089,CNC_01,71.43,1.281,114.11,1582.1,11.61,0
2025-12-28 21:17:23.315089,CNC_01,68.74,1.364,112.53,1528.8,12.58,0
2025-12-28 21:22:23.315089,CNC_01,69.17,1.303,111.18,1567.9,12.1,0
2025-12-28 21:27:23.315089,CNC_01,68.71,1.461,114.17,1595.7,12.85,0
2025-12-28 21:32:23.315089,CNC_01,70.67,1.477,114.91,1553.3,11.44,0
2025-12-28 21:37:23.315089,CNC_01,68.55,1.455,112.45,1534.9,12.68,0
2025-12-28 21:42:23.315089,CNC_01,69.34,1.536,112.49,1572.4,12.66,0
2025-12-28 21:47:23.315089,CNC_01,69.82,1.517,112.29,1547.4,12.77,0
2025-12-28 21:52:23.315089,CNC_01,70.42,1.432,111.81,1552.2,11.61,0
2025-12-28 21:57:23.315089,CNC_01,70.86,1.41,111.07,1544.9,11.58,0
2025-12-28 22:02:23.315089,CNC_01,69.27,1.611,113.17,1554.8,12.79,0
2025-12-28 22:07:23.315089,CNC_01,70.93,1.577,110.51,1570.8,13.46,0
2025-12-28 22:12:23.315089,CNC_01,71.3,1.57,113.33,1594.2,13.18,0
2025-12-28 22:17:23.315089,CNC_01,71.08,1.561,112.04,1572.4,11.87,0
2025-12-28 22:22:23.315089,CNC_01,69.38,1.53,109.94,1579.7,12.43,0
2025-12-28 22:27:23.315089,CNC_01,69.18,1.608,111.39,1558.3,12.98,0
2025-12-28 22:32:23.315089,CNC_01,71.55,1.625,113.3,1527.8,13.06,0
2025-12-28 22:37:23.315089,CNC_01,70.27,1.639,109.61,1565.1,12.36,0
2025-12-28 22:42:23.315089,CNC_01,72.39,1.604,111.67,1603.3,13.09,0
2025-12-28 22:47:23.315089,CNC_01,70.21,1.624,111.42,1593.9,12.26,0
2025-12-28 22:52:23.315089,CNC_01,70.42,1.564,108.09,1581.0,12.21,0
2025-12-28 22:57:23.315089,CNC_01,70.36,1.687,110.15,1562.0,12.5,0
2025-12-28 23:02:23.315089,CNC_01,71.41,1.593,112.48,1603.1,12.89,0
2025-12-28 23:07:23.315089,CNC_01,70.49,1.535,108.64,1550.2,13.03,0
2025-12-28 23:12:23.315089,CNC_01,70.15,1.68,111.55,1573.0,12.82,0
2025-12-28 23:17:23.315089,CNC_01,71.79,1.592,111.71,1575.7,12.96,0
2025-12-28 23:22:23.315089,CNC_01,70.76,1.627,111.86,1582.8,12.1,0
2025-12-28 23:27:23.315089,CNC_01,71.49,1.637,108.55,1588.7,13.25,0
2025-12-28 23:32:23.315089,CNC_01,70.49,1.704,111.21,1543.3,13.53,0
2025-12-28 23:37:23.315089,CNC_01,72.9,1.568,108.99,1570.4,11.89,0
2025-12-28 23:42:23.315089,CNC_01,71.76,1.75,108.95,1576.9,11.93,0
2025-12-28 23:47:23.315089,CNC_01,70.08,1.71,114.14,1565.2,12.95,0
2025-12-28 23:52:23.315089,CNC_01,72.28,1.718,114.26,1592.2,13.39,0
2025-12-28 23:57:23.315089,CNC_01,71.53,1.732,111.11,1594.7,13.06,0
2025-12-29 00:02:23.315089,CNC_01,71.06,1.688,111.04,1564.2,12.98,0
2025-12-29 00:07:23.315089,CNC_01,71.39,1.732,110.67,1601.1,12.48,0
2025-12-29 00:12:23.315089,CNC_01,70.86,1.799,111.58,1539.9,12.78,0
2025-12-29 00:17:23.315089,CNC_01,70.82,1.745,110.69,1583.0,13.71,0
2025-12-29 00:22:23.315089,CNC_01,72.97,1.696,110.55,1586.6,12.85,0
2025-12-29 00:27:23.315089,CNC_01,71.39,1.81,112.13,1564.7,12.93,0
2025-12-29 00:32:23.315089,CNC_01,71.32,1.884,112.28,1613.9,12.66,0
2025-12-29 00:37:23.315089,CNC_01,71.77,1.785,105.98,1594.2,13.53,0
2025-12-29 00:42:23.315089,CNC_01,71.89,1.739,110.18,1603.3,12.73,0
2025-12-29 00:47:23.315089,CNC_01,72.94,1.772,111.41,1589.0,13.14,0
2025-12-29 00:52:23.315089,CNC_01,70.86,1.895,111.72,1576.5,12.67,0
2025-12-29 00:57:23.315089,CNC_01,71.45,1.753,112.79,1579.2,13.59,0
2025-12-29 01:02:23.315089,CNC_01,72.02,1.765,109.11,1581.7,12.72,0
2025-12-29 01:07:23.315089,CNC_01,73.18,1.894,110.78,1561.0,13.04,0
2025-12-29 01:12:23.315089,CNC_01,70.84,1.866,106.8,1588.1,13.29,0
2025-12-29 01:17:23.315089,CNC_01,71.3,1.882,108.44,1573.1,12.13,0
2025-12-29 01:22:23.315089,CNC_01,72.16,1.81,114.67,1572.3,13.59,0
2025-12-29 01:27:23.315089,CNC_01,71.27,1.895,111.39,1575.9,13.11,0
2025-12-29 01:32:23.315089,CNC_01,73.92,1.9,109.21,1583.3,13.21,0
2025-12-29 01:37:23.315089,CNC_01,70.41,1.836,111.78,1595.6,12.62,0
2025-12-29 01:42:23.315089,CNC_01,72.08,1.854,110.08,1567.8,14.05,0
2025-12-29 01:47:23.315089,CNC_01,72.99,1.947,110.59,1577.5,14.36,0
2025-12-29 01:52:23.315089,CNC_01,72.86,1.948,108.98,1611.3,13.39,0
2025-12-29 01:57:23.315089,CNC_01,74.99,1.992,108.4,1620.0,13.74,0
2025-12-29 02:02:23.315089,CNC_01,72.52,1.933,110.35,1574.1,13.2,0
2025-12-29 02:07:23.315089,CNC_01,75.04,1.945,105.26,1569.1,13.22,0
2025-12-29 02:12:23.315089,CNC_01,72.52,1.947,111.33,1584.6,13.72,0
2025-12-29 02:17:23.315089,CNC_01,73.92,1.879,106.2,1591.5,13.79,0
2025-12-29 02:22:23.315089,CNC_01,73.0,2.037,105.81,1575.9,13.68,0
2025-12-29 02:27:23.315089,CNC_01,73.41,2.038,111.74,1575.7,13.51,0
2025-12-29 02:32:23.315089,CNC_01,72.74,1.938,108.87,1612.1,13.59,0
2025-12-29 02:37:23.315089,CNC_01,73.04,2.065,112.43,1575.7,13.49,0
2025-12-29 02:42:23.315089,CNC_01,73.81,1.988,110.41,1564.7,13.91,0
2025-12-29 02:47:23.315089,CNC_01,72.76,1.958,107.25,1586.8,13.87,0
2025-12-29 02:52:23.315089,CNC_01,75.48,1.975,108.4,1567.3,13.68,0
2025-12-29 02:57:23.315089,CNC_01,73.68,1.991,108.0,1584.0,14.43,0
2025-12-29 03:02:23.315089,CNC_01,73.12,2.102,109.02,1612.4,13.14,0
2025-12-29 03:07:23.315089,CNC_01,73.69,2.022,107.25,1588.4,12.9,0
2025-12-29 03:12:23.315089,CNC_01,75.4,2.063,107.64,1542.1,12.65,0
2025-12-29 03:17:23.315089,CNC_01,74.3,2.144,108.22,1614.2,12.93,0
2025-12-29 03:22:23.315089,CNC_01,73.13,2.073,109.65,1576.2,13.24,0
2025-12-29 03:27:23.315089,CNC_01,73.39,2.091,106.52,1592.6,14.5,0
2025-12-29 03:32:23.315089,CNC_01,74.19,2.076,107.52,1599.0,13.81,0
2025-12-29 03:37:23.315089,CNC_01,74.21,2.158,105.98,1599.9,13.14,0
2025-12-29 03:42:23.315089,CNC_01,72.52,2.131,107.56,1598.3,13.23,0
2025-12-29 03:47:23.315089,CNC_01,73.86,2.008,106.31,1615.5,13.83,0
2025-12-29 03:52:23.315089,CNC_01,73.89,2.138,107.49,1614.0,14.05,0
2025-12-29 03:57:23.315089,CNC_01,72.95,2.049,105.22,1627.1,13.15,0
2025-12-29 04:02:23.315089,CNC_01,72.76,2.093,105.49,1583.4,13.66,0
2025-12-29 04:07:23.315089,CNC_01,73.67,2.179,109.42,1658.6,13.61,0
2025-12-29 04:12:23.315089,CNC_01,73.98,2.123,105.66,1565.5,14.33,0
2025-12-29 04:17:23.315089,CNC_01,72.73,2.191,103.5,1614.1,14.13,0
2025-12-29 04:22:23.315089,CNC_01,74.42,2.176,107.4,1608.9,13.65,0
2025-12-29 04:27:23.315089,CNC_01,73.75,2.111,105.54,1601.6,14.37,0
2025-12-29 04:32:23.315089,CNC_01,76.27,2.207,106.49,1566.7,13.62,0
2025-12-29 04:37:23.315089,CNC_01,74.72,2.2,108.39,1587.6,13.27,0
2025-12-29 04:42:23.315089,CNC_01,73.32,2.21,107.54,1610.4,13.84,0
2025-12-29 04:47:23.315089,CNC_01,76.3,2.216,107.83,1623.7,13.93,0
2025-12-29 04:52:23.315089,CNC_01,76.33,2.221,105.38,1609.6,14.12,0
2025-12-29 04:57:23.315089,CNC_01,74.78,2.241,106.07,1616.3,13.48,0
2025-12-29 05:02:23.315089,CNC_01,74.48,2.234,105.7,1643.9,13.19,0
2025-12-29 05:07:23.315089,CNC_01,75.58,2.232,109.46,1575.6,13.89,0
2025-12-29 05:12:23.315089,CNC_01,76.52,2.321,104.18,1607.4,14.55,0
2025-12-29 05:17:23.315089,CNC_01,73.67,2.226,105.82,1635.8,14.3,0
2025-12-29 05:22:23.315089,CNC_01,77.1,2.228,108.29,1635.4,13.67,0
2025-12-29 05:27:23.315089,CNC_01,75.25,2.205,105.7,1591.3,13.76,0
2025-12-29 05:32:23.315089,CNC_01,75.97,2.312,107.49,1591.2,14.19,0
2025-12-29 05:37:23.315089,CNC_01,74.04,2.18,107.75,1628.6,13.3,0
2025-12-29 05:42:23.315089,CNC_01,74.22,2.23,106.88,1607.1,14.36,0
2025-12-29 05:47:23.315089,CNC_01,73.98,2.254,108.11,1586.9,13.99,0
2025-12-29 05:52:23.315089,CNC_01,73.47,2.283,105.32,1621.2,13.63,0
2025-12-29 05:57:23.315089,CNC_01,76.14,2.326,106.16,1608.5,13.89,0
2025-12-29 06:02:23.315089,CNC_01,75.64,2.304,104.41,1575.4,13.37,0
2025-12-29 06:07:23.315089,CNC_01,75.24,2.286,103.5,1649.5,13.42,0
2025-12-29 06:12:23.315089,CNC_01,76.53,2.317,109.98,1645.1,14.03,0
2025-12-29 06:17:23.315089,CNC_01,73.64,2.352,106.38,1625.8,13.88,0
2025-12-29 06:22:23.315089,CNC_01,75.47,2.378,107.68,1597.4,13.83,0
2025-12-29 06:27:23.315089,CNC_01,75.69,2.367,106.82,1603.7,14.16,0
2025-12-29 06:32:23.315089,CNC_01,77.2,2.292,105.39,1627.2,13.67,0
2025-12-29 06:37:23.315089,CNC_01,76.67,2.379,107.46,1607.4,14.32,0
2025-12-29 06:42:23.315089,CNC_01,77.08,2.357,103.06,1634.1,14.66,0
2025-12-29 06:47:23.315089,CNC_01,74.39,2.354,106.2,1598.1,13.9,0
2025-12-29 06:52:23.315089,CNC_01,75.73,2.435,107.4,1591.2,14.87,0
2025-12-29 06:57:23.315089,CNC_01,77.82,2.359,104.87,1619.6,13.6,0
2025-12-29 07:02:23.315089,CNC_01,75.49,2.394,105.97,1630.0,13.88,0
2025-12-29 07:07:23.315089,CNC_01,75.42,2.439,107.69,1599.1,12.85,0
2025-12-29 07:12:23.315089,CNC_01,77.04,2.488,104.14,1622.6,13.4,0
2025-12-29 07:17:23.315089,CNC_01,77.74,2.378,106.01,1572.2,15.21,0
2025-12-29 07:22:23.315089,CNC_01,76.44,2.472,108.16,1622.9,14.71,0
2025-12-29 07:27:23.315089,CNC_01,77.21,2.466,106.34,1635.4,13.66,0
2025-12-29 07:32:23.315089,CNC_01,77.25,2.448,107.52,1598.6,14.22,0
2025-12-29 07:37:23.315089,CNC_01,78.35,2.397,105.25,1611.1,14.75,0
2025-12-29 07:42:23.315089,CNC_01,77.53,2.442,109.8,1616.5,14.08,0
2025-12-29 07:47:23.315089,CNC_01,77.37,2.452,108.27,1595.0,13.63,0
2025-12-29 07:52:23.315089,CNC_01,76.23,2.419,108.09,1619.2,14.26,0
2025-12-29 07:57:23.315089,CNC_01,76.71,2.574,103.96,1587.8,15.11,0
2025-12-29 08:02:23.315089,CNC_01,77.28,2.526,105.37,1628.1,14.22,0
2025-12-29 08:07:23.315089,CNC_01,78.3,2.551,105.86,1648.0,14.66,0
2025-12-29 08:12:23.315089,CNC_01,77.31,2.514,103.19,1578.5,15.45,0
2025-12-29 08:17:23.315089,CNC_01,76.63,2.58,104.89,1617.3,15.45,0
2025-12-29 08:22:23.315089,CNC_01,76.42,2.614,105.81,1623.7,14.86,0
2025-12-29 08:27:23.315089,CNC_01,76.98,2.507,105.64,1615.7,14.27,0
2025-12-29 08:32:23.315089,CNC_01,78.25,2.547,104.07,1630.7,15.08,0
2025-12-29 08:37:23.315089,CNC_01,77.9,2.658,104.11,1632.4,15.19,0
2025-12-29 08:42:23.315089,CNC_01,79.75,2.623,105.71,1637.6,14.17,0
2025-12-29 08:47:23.315089,CNC_01,78.48,2.666,105.49,1630.8,14.67,0
2025-12-29 08:52:23.315089,CNC_01,79.41,2.595,105.42,1592.8,14.89,0
2025-12-29 08:57:23.315089,CNC_01,79.69,2.583,107.77,1654.4,15.87,0
2025-12-29 09:02:23.315089,CNC_01,77.52,2.672,104.51,1630.4,14.13,0
2025-12-29 09:07:23.315089,CNC_01,77.98,2.668,97.95,1617.0,14.13,0
2025-12-29 09:12:23.315089,CNC_01,78.7,2.711,101.76,1588.0,13.86,0
2025-12-29 09:17:23.315089,CNC_01,79.77,2.596,101.25,1624.0,15.17,0
2025-12-29 09:22:23.315089,CNC_01,78.76,2.65,108.2,1661.9,15.47,0
2025-12-29 09:27:23.315089,CNC_01,79.65,2.677,104.56,1646.4,13.96,0
2025-12-29 09:32:23.315089,CNC_01,78.64,2.685,105.72,1644.5,14.75,0
2025-12-29 09:37:23.315089,CNC_01,80.32,2.69,102.53,1608.7,14.64,0
2025-12-29 09:42:23.315089,CNC_01,80.38,2.748,102.23,1662.9,15.33,0
2025-12-29 09:47:23.315089,CNC_01,79.57,2.775,105.93,1633.7,14.77,0
2025-12-29 09:52:23.315089,CNC_01,78.58,2.787,100.28,1630.8,15.29,0
2025-12-29 09:57:23.315089,CNC_01,78.95,2.682,98.44,1641.5,14.73,0
2025-12-29 10:02:23.315089,CNC_01,78.71,2.767,103.45,1608.0,14.77,0
2025-12-29 10:07:23.315089,CNC_01,80.04,2.715,102.19,1635.3,14.7,0
2025-12-29 10:12:23.315089,CNC_01,80.2,2.732,106.91,1623.2,14.81,0
2025-12-29 10:17:23.315089,CNC_01,78.66,2.793,101.56,1594.1,14.34,0
2025-12-29 10:22:23.315089,CNC_01,80.32,2.759,101.6,1633.0,14.75,0
2025-12-29 10:27:23.315089,CNC_01,80.52,2.734,102.62,1646.5,14.27,0
2025-12-29 10:32:23.315089,CNC_01,79.09,2.767,104.24,1628.4,14.5,0
2025-12-29 10:37:23.315089,CNC_01,79.55,2.879,108.9,1625.5,15.0,0
2025-12-29 10:42:23.315089,CNC_01,81.94,2.883,104.63,1623.1,14.39,0
2025-12-29 10:47:23.315089,CNC_01,79.61,2.866,105.28,1584.9,14.45,0
2025-12-29 10:52:23.315089,CNC_01,79.02,2.898,102.85,1636.9,15.0,0
2025-12-29 10:57:23.315089,CNC_01,79.96,2.833,104.55,1619.0,14.74,0
2025-12-29 11:02:23.315089,CNC_01,80.9,2.92,101.3,1643.2,15.82,0
2025-12-29 11:07:23.315089,CNC_01,80.51,2.928,103.07,1630.6,16.63,0
2025-12-29 11:12:23.315089,CNC_01,79.39,2.786,101.55,1630.5,14.37,0
2025-12-29 11:17:23.315089,CNC_01,79.99,2.887,101.67,1618.8,15.53,0
2025-12-29 11:22:23.315089,CNC_01,79.23,2.943,103.12,1654.9,16.1,0
2025-12-29 11:27:23.315089,CNC_01,78.6,2.966,102.12,1630.9,15.35,0
2025-12-29 11:32:23.315089,CNC_01,80.16,2.912,101.01,1645.1,16.15,0
2025-12-29 11:37:23.315089,CNC_01,79.48,2.897,105.16,1636.8,15.29,0
2025-12-29 11:42:23.315089,CNC_01,81.73,3.016,100.47,1632.1,15.16,0
